10.8515390233,106.7713061850
10.8515208967,106.7713049233
10.8515022467,106.7713062917
10.8514838933,106.7713101400
10.8514688733,106.7713170000
10.8514550517,106.7713263733
10.8514427300,106.7713401000
10.8514334000,106.7713552367
10.8514258283,106.7713720817
10.8514201433,106.7713877933
10.8514127200,106.7714086767
10.8514060467,106.7714278517
10.8513983450,106.7714482017
10.8513957000,106.7714644550
10.8513892783,106.7714821017
10.8513840667,106.7715015617
10.8513768667,106.7715261617
10.8513705383,106.7715487167
10.8513633767,106.7715749833
10.8513572650,106.7715979267
10.8513501533,106.7716236750
10.8513437850,106.7716461817
10.8513367100,106.7716705867
10.8513298883,106.7716955433
10.8513226400,106.7717223867
10.8513160650,106.7717447933
10.8513096183,106.7717686017
10.8513045800,106.7717886417
10.8512998833,106.7718091583
10.8512972083,106.7718274350
10.8512952950,106.7718445650
10.8512930033,106.7718656900
10.8512902367,106.7718891700
10.8512874683,106.7719118950
10.8512847750,106.7719363433
10.8512819350,106.7719588833
10.8512793467,106.7719808783
10.8512771650,106.7720010917
10.8512741383,106.7720217883
10.8512718283,106.7720451850
10.8512690600,106.7720695300
10.8512667767,106.7720937650
10.8512643300,106.7721171883
10.8512619383,106.7721400383
10.8512592900,106.7721623283
10.8512567883,106.7721831050
10.8512536150,106.7722041733
10.8512515267,106.7722272667
10.8512488767,106.7722529217
10.8512459467,106.7722796800
10.8512425017,106.7723067883
10.8512396783,106.7723338600
10.8512369183,106.7723604733
10.8512341300,106.7723869150
10.8512310033,106.7724132533
10.8512281333,106.7724389317
10.8512253950,106.7724638133
10.8512229583,106.7724877050
10.8512203033,106.7725108417
10.8512178967,106.7725331833
10.8512154983,106.7725557450
10.8512146217,106.7725754883
10.8512165917,106.7725971750


